timestep,id,x,y,angle,type,speed,pos,lane,slope,signals,acceleration,distance,odometer,posLat
408,veh303,-104.982315,39.745958,359.96,veh_passenger,4.18,112.09,505660819#0_0,0,0,1.73,112.09,1549.56,0
408,veh304,-104.989763,39.745111,148.99,veh_passenger,3.44,5.49,:9665508900_0_0,0,0,0.58,37.19,1909.17,0
408,veh305,-104.982817,39.746196,270,veh_passenger,0,34.25,-1039146327#3_0,0,8,0,34.25,2311.7,0
408,veh307,-104.978827,39.7475,90.31,veh_passenger,0,83.25,-128948318#3_0,0,8,-0.01,83.25,985.15,0
408,veh308,-104.985972,39.736888,270.2,veh_passenger,10.13,86.43,628657316#0_0,0,9,-2.34,86.43,2149.44,0
408,veh310,-104.991014,39.746148,138.09,veh_passenger,6.31,4.74,:661835900_5_1,0,0,1.61,22.77,2496.49,0
408,veh311,-104.980329,39.747507,90.31,veh_passenger,2.25,7.19,-128948318#6_0,0,8,-4.35,7.19,2082.21,0
408,veh312,-104.983624,39.740892,180.23,veh_passenger,19.27,79.73,645821550#6_0,0,0,2.53,79.73,1572.97,0
408,veh313,-104.983243,39.746196,269.99,veh_passenger,0,70.76,-1039146327#3_0,0,8,0,70.76,1362.14,0
408,veh314,-104.982233,39.741686,270.18,veh_passenger,0,89.34,-124661412#17_0,0,9,0,89.34,1668.04,0
408,veh315,-105.007325,39.740295,272.14,veh_passenger,18.69,89.63,1112263822_1,0,0,-0.49,89.63,2627.46,0
408,veh317,-105.001211,39.739991,89.98,veh_passenger,14.34,23.89,596757336#3_0,0,0,0.3,23.89,3434.75,0
408,veh318,-104.982315,39.74535,359.96,veh_passenger,0,44.58,505660819#0_0,0,8,0,44.58,1854.22,0
408,veh32,-104.987356,39.742456,179.88,veh_passenger,5.83,61.38,131232828#0_4,0,10,-1.94,61.38,3225.5,0
408,veh320,-104.978759,39.728806,179.91,veh_passenger,10.99,20.36,119422849#0_1,0,2,1.66,20.36,2713.55,0
408,veh321,-104.986244,39.747523,89.79,veh_passenger,0,72.4,51866006#0_0,0,8,0,72.4,2032.41,0
408,veh322,-104.98364,39.736968,180.16,veh_passenger,12.8,153.79,628657314#0_0,0,9,-4.15,153.79,2041.85,0
408,veh324,-104.999228,39.74512,224.57,veh_passenger,0,131.42,124661403#0_1,0,10,0,131.42,2927.92,0
408,veh325,-104.997696,39.740044,90.21,veh_passenger,10.63,11.45,933332970_3,0,0,-0.58,11.45,2673.84,0
408,veh326,-105.005861,39.747136,59.74,veh_passenger,13.03,7.2,628634497#0_0,0,0,-0.33,7.2,4291.17,0
408,veh328,-104.984635,39.730464,269.92,veh_passenger,12.56,79.86,-337912750#2_0,0,0,0.16,79.86,2062.11,0
408,veh329,-104.968721,39.740143,135.92,veh_passenger,0,59.8,-791797220_1,0,8,-0.02,59.8,2365.81,0
408,veh33,-105.024786,39.729354,269.83,veh_passenger,10.32,255.45,130910711#0_0,0,9,-4.5,255.45,3658.35,0
408,veh330,-104.991213,39.729632,148.9,veh_passenger,7.16,5.13,628677787#0_0,0,0,1.84,5.13,2304.25,0
408,veh331,-105.00281,39.73683,0.04,veh_passenger,8.64,24.52,:cluster_176070926_3432462009_3432462040_3432462056_#2more_9_0,0,0,2.01,163.37,3134.41,0
408,veh333,-104.993819,39.741252,225.04,veh_passenger,3.57,107.06,130897965#5_0,0,0,2.23,107.06,1786.86,0
408,veh334,-104.977465,39.727263,89.98,veh_passenger,7.84,4.14,935711400#32_0,0,0,1.39,4.14,1914.17,0
408,veh335,-105.002832,39.740014,198.22,veh_passenger,6.57,6.67,:cluster_1024452772_176082562_20_0,0,2,2.13,80.38,2080.98,0
408,veh336,-105.002766,39.739926,0.09,veh_passenger,0,18.49,628677833#0_0,0,9,0,18.49,2515.97,0
408,veh339,-104.980119,39.74165,90.16,veh_passenger,19.09,77.35,812978773#0_0,0,0,0.19,77.35,2913.7,0
408,veh341,-105.003963,39.750717,70.5,veh_passenger,0.32,3.36,:1684186101_0_0,0,0,0.32,3.56,3027.97,0
408,veh342,-104.990052,39.74535,119.38,veh_passenger,5.7,0.72,1051789263#0_0,0,0,0.14,0.72,2773.23,0
408,veh343,-104.984981,39.741663,90.43,veh_passenger,11.49,86.31,124661412#0_0,0,9,-2.11,86.31,1514.65,0
408,veh344,-104.982102,39.747544,270.32,veh_passenger,2.64,79.23,231105093#0_0,0,2,0.09,79.23,1854.05,0
408,veh345,-105.001257,39.74002,89.98,veh_passenger,10.94,19.93,596757336#3_1,0,0,-0.6,19.93,2702.31,0
408,veh346,-104.983504,39.747549,270.26,veh_passenger,0,95.02,231105093#4_0,0,8,0,95.02,1301.49,0
408,veh349,-105.00894,39.736919,270.15,veh_passenger,11.72,91.83,-508021840#2_0,0,0,-0.37,91.83,2365.94,0
408,veh35,-104.978712,39.735606,179.48,veh_passenger,20.01,133.15,119422848#0_0,0,0,-1.21,133.15,2535.03,0
408,veh350,-104.982314,39.744451,359.91,veh_passenger,0,123.15,334259980#7_0,0,8,0,123.15,1703.47,0
408,veh351,-104.993951,39.74115,225.04,veh_passenger,6.2,123.04,130897965#5_0,0,0,1.46,123.04,1568.76,0
408,veh352,-104.980694,39.747509,90.31,veh_passenger,13.18,26.79,-128948318#8_0,0,8,-4.5,26.79,1935.34,0
408,veh353,-104.97302,39.727264,89.95,veh_passenger,0,87,337216230#6_0,0,8,0,87,1704.4,0
408,veh354,-105.004076,39.740169,272.19,veh_passenger,12.55,89.48,596757337#0-AddedOffRampEdge_2,0,0,0.06,89.48,2242.15,0
408,veh355,-105.009518,39.7449,48.57,veh_passenger,0,83.01,628604556#0_0,0,8,0,83.01,2662.98,0
408,veh357,-104.982315,39.746114,0.23,veh_passenger,0.18,129.41,505660819#0_0,0,10,-0.13,129.41,1239.94,0
408,veh358,-105.011877,39.743543,233.48,veh_passenger,17.04,76.81,25679086_1,0,0,0.42,76.81,1638.78,0
408,veh359,-104.982309,39.741336,359.92,veh_passenger,9.5,133.77,330579569#12_0,0,1,1.48,133.77,2464,0
408,veh361,-104.983417,39.747549,270.3,veh_passenger,0,87.52,231105093#4_0,0,8,0,87.52,1463.86,0
408,veh362,-104.982342,39.738558,359.83,veh_passenger,17.19,3.91,330579569#6_1,0,2,0.24,3.91,3199.96,0
408,veh363,-105.016162,39.729809,165.94,veh_passenger,14.51,4.83,:3428142810_2_0,0,1,0.38,50.02,2714.83,0
408,veh364,-104.9835,39.746196,270,veh_passenger,0,92.76,-1039146327#3_0,0,8,0,92.76,908.23,0
408,veh365,-105.003463,39.751126,44.65,veh_passenger,4.75,25.21,-628107985#3_0,0,1,1.57,25.21,2484.49,0
408,veh367,-105.002728,39.740114,264.7,veh_passenger,3.52,1.76,:cluster_1024452772_176082562_4_0,0,2,1.43,65.04,1488.17,0
408,veh369,-104.991838,39.730475,150.35,veh_passenger,14.36,389.64,16989042#4_0,0,0,-1.04,389.64,3027.45,0
408,veh37,-104.970844,39.741629,90.16,veh_passenger,0,13.43,:176071293_10_0,0,8,-0.01,103.73,3398.91,0
408,veh370,-104.982314,39.744312,359.91,veh_passenger,2.25,107.63,334259980#7_0,0,8,-4.5,107.63,2566.25,0
408,veh371,-105.018797,39.729372,269.93,veh_passenger,23.78,220.34,37356023_0,0,0,0.81,220.34,3079.05,0
408,veh374,-105.004638,39.7402,274.76,veh_passenger,13.19,40.15,596757337#2_1,0,0,0.02,40.15,1669.45,0
408,veh375,-104.982145,39.741686,270.18,veh_passenger,0,81.84,-124661412#17_0,0,8,0,81.84,1548.58,0
408,veh376,-105.000978,39.749223,224.57,veh_passenger,11.49,34.94,99883930#0_2,0,0,-0.94,34.94,1735.73,0
408,veh377,-104.99954,39.740033,89.89,veh_passenger,0,26.65,131620812#0_2,0,8,0,26.65,2503.39,0
408,veh378,-104.998439,39.740208,272.19,veh_passenger,11.1,10.33,933332972_0,0,0,-0.77,10.33,1571.62,0
408,veh379,-104.999059,39.752264,134.89,veh_passenger,17.36,76.2,475723486#0_0,0,0,2.14,76.2,2528.92,0
408,veh381,-104.97818,39.747684,180.49,veh_passenger,0,25.36,-131612981#1_0,0,9,0,25.36,2026.07,0
408,veh383,-105.019541,39.72937,269.83,veh_passenger,25.28,14.66,646099528#2_0,0,0,0.23,14.66,2216.44,0
408,veh384,-104.984783,39.736827,269.97,veh_passenger,0.03,91.97,335018581#0_2,0,8,-0.32,91.97,1702.39,0
408,veh385,-104.987462,39.752838,42.76,veh_passenger,8.23,19.84,:cluster_176072959_176072960_176081485_13_0,0,0,1.93,148.31,1639.22,0
408,veh386,-104.98231,39.741712,359.96,veh_passenger,12.09,11.68,:176071281_4_0,0,0,0.9,175.52,2783.65,0
408,veh388,-105.010723,39.744027,51.06,veh_passenger,17.05,32.88,628604557_2,0,0,-0.6,32.88,3212.42,0
408,veh391,-104.985666,39.741666,90.08,veh_passenger,12.01,27.63,124661412#0_0,0,0,0.29,27.63,1356.7,0
408,veh393,-104.989635,39.752546,224.55,veh_passenger,4.8,6.25,:176086596_1_1,0,0,2.34,136.23,1618.6,0
408,veh394,-104.982821,39.747546,270.3,veh_passenger,0,36.51,231105093#4_0,0,8,0,36.51,1466.13,0
408,veh396,-104.982343,39.738823,359.92,veh_passenger,18.62,33.3,330579569#6_1,0,2,2.46,33.3,2967.74,0
408,veh397,-104.994495,39.748869,134.79,veh_passenger,0,87.4,130911262#0_3,0,8,0,87.4,2164.51,0
408,veh399,-104.988497,39.725631,90.4,veh_passenger,14.83,27.14,340029621#0_1,0,0,-0.95,27.14,3186.92,0
408,veh4,-104.998342,39.740176,273.49,veh_passenger,11.42,1.89,933332972_1,0,0,1.65,1.89,2823.57,0
408,veh400,-105.009609,39.744875,44.77,veh_passenger,0,75.51,628604556#0_1,0,8,0,75.51,2465.45,0
408,veh402,-104.997161,39.750706,45.06,veh_passenger,5.8,128.56,648929100#0_0,0,1,-0.21,128.56,2435.98,0
408,veh403,-104.991089,39.746291,135.03,veh_passenger,3.27,6.93,628378966#0_4,0,0,1.6,6.93,1889.14,0
408,veh404,-105.003972,39.748233,232.95,veh_passenger,16.32,24.84,:279956056_0_2,0,0,0.87,44.63,1959.22,0
408,veh405,-105.001482,39.74002,90.14,veh_passenger,11.32,0.7,596757336#3_1,0,0,0.46,0.7,2471.31,0
408,veh406,-104.998847,39.748459,315.68,veh_passenger,9.79,20.19,106395269#0_1,0,0,2.43,20.19,1547.71,0
408,veh407,-105.003141,39.751377,44.63,veh_passenger,6.41,64.21,-628107985#3_0,0,1,1.61,64.21,3220.36,0
408,veh41,-104.989074,39.746276,44.72,veh_passenger,10.12,40.69,628389325#0_1,0,8,-4.5,40.69,3857.85,0
408,veh410,-104.982315,39.745485,359.96,veh_passenger,0,59.58,505660819#0_0,0,8,0,59.58,1096.17,0
408,veh413,-104.988004,39.746976,51.61,veh_passenger,7.61,16.49,472434857#0_1,0,8,-2.07,16.49,1901.96,0
408,veh414,-104.978693,39.732956,179.75,veh_passenger,18.6,75.27,119422848#13_0,0,0,2.14,75.27,2252.11,0
408,veh415,-105.000182,39.736402,180.26,veh_passenger,13.89,45.27,130911276#0_0,0,0,1.18,45.27,1688.62,0
408,veh418,-104.987318,39.742293,179.92,veh_passenger,3.25,79.5,131232828#0_5,0,8,-1.08,79.5,1594.88,0
408,veh420,-105.015918,39.737203,359.53,veh_passenger,10.07,21.19,323867494#0_0,0,0,1.48,21.19,1940.67,0
408,veh421,-104.999914,39.742047,159.36,veh_passenger,5.1,28.95,962281032#0_2,0,8,-4.5,28.95,2379.33,0
408,veh423,-104.996049,39.740118,270.65,veh_passenger,12.16,53.55,119006770#0_2,0,0,-0.09,53.55,1711.25,0
408,veh424,-104.999893,39.740213,271.92,veh_passenger,3.22,3.88,:cluster_1024452690_1024452734_176089697_4574957858_7_1,0,0,1.56,41.22,1941.89,0
408,veh427,-105.004596,39.728477,69.29,veh_passenger,26.38,645.99,-50050154_0,0,0,-0.46,645.99,2307.6,0
408,veh429,-104.97859,39.727291,269.97,veh_passenger,0.1,81.06,-935711400#31_0,0,8,-1.22,81.06,1987.69,0
408,veh43,-104.997965,39.740041,88.29,veh_passenger,11.61,31.2,:cluster_1160431585_1160446242_14_2,0,0,2.43,55.58,3371.1,0
408,veh430,-104.996381,39.728686,359.45,veh_passenger,12.43,143.97,-231235543#21_0,0,8,-4.14,143.97,2894.75,0
408,veh431,-104.973205,39.743706,314.73,veh_passenger,0.27,47.97,427683614#0_0,0,8,-4.24,47.97,1265.77,0
408,veh432,-104.987533,39.746031,44.3,veh_passenger,0,20.86,-16986121#1_0,0,8,0,20.86,1891.8,0
408,veh433,-105.023481,39.740585,268.33,veh_passenger,0,51.48,49245451_0,0,8,0,51.48,2241.4,0
408,veh435,-105.007899,39.746067,49.31,veh_passenger,20.63,16.7,628604544#0_1,0,0,1.15,16.7,2756.73,0
408,veh436,-105.00735,39.74667,235.08,veh_passenger,12.9,41.96,628604540#0_3,0,0,0.87,41.96,962.25,0
408,veh437,-105.000843,39.740049,89.98,veh_passenger,13.15,55.43,596757336#3_2,0,0,-0.44,55.43,1970.31,0
408,veh438,-104.97958,39.747533,270.31,veh_passenger,21.25,65.58,128948318#2_0,0,0,1.36,65.58,2437.99,0
408,veh439,-104.97545,39.727263,89.96,veh_passenger,15.95,76.45,337216231#2_0,0,0,-0.73,76.45,2405.53,0
408,veh44,-104.989888,39.745223,134.94,veh_passenger,8.42,20.6,1051789263#0_0,0,0,0.6,20.6,3621.2,0
408,veh440,-104.982306,39.738894,359.92,veh_passenger,16.52,41.13,330579569#6_0,0,0,-0.7,41.13,2185.55,0
408,veh441,-105.009826,39.744706,44.77,veh_passenger,8.83,49.12,628604556#0_1,0,8,-3.3,49.12,1925.64,0
408,veh442,-104.983685,39.730467,231.56,veh_passenger,5.62,7.5,:176072798_0_0,0,9,-0.95,166.84,1686.22,0
408,veh443,-105.003908,39.740039,91.19,veh_passenger,14.66,13.57,628677834#0_2,0,0,-0.6,13.57,2935.17,0
408,veh444,-105.002842,39.739527,180.09,veh_passenger,13.83,17.62,-1103180954_0,0,0,2.2,17.62,2034.61,0
408,veh445,-105.019142,39.729371,269.93,veh_passenger,24.06,249.92,37356023_0,0,0,-0.55,249.92,2182.24,0
408,veh446,-105.010367,39.736957,319.51,veh_passenger,4.88,7.33,:635646204_4_0,0,1,-0.32,216.04,2426.02,0
408,veh447,-105.009801,39.744766,44.76,veh_passenger,13.1,55.46,628604556#0_2,0,8,-3.3,55.46,2154.61,0
408,veh449,-104.982334,39.747223,180.7,veh_passenger,10.98,26.82,-505660819#5_0,0,1,2.34,26.82,1844.45,0
408,veh451,-104.994278,39.733626,94.66,veh_passenger,4.12,58.86,1103180952_0,0,8,-3.74,58.86,2687.22,0
408,veh452,-104.995854,39.740993,45.33,veh_passenger,25.25,24.24,628677827#2_1,0,0,1.59,24.24,2475.25,0
408,veh455,-104.993021,39.736857,270.04,veh_passenger,13.33,12.95,:176070909_4_1,0,0,0.14,110.24,1656.87,0
408,veh456,-104.978679,39.727291,269.97,veh_passenger,0.05,88.67,-935711400#31_0,0,8,-0.02,88.67,1801.42,0
408,veh457,-104.978187,39.747617,186.35,veh_passenger,0,32.86,-131612981#1_0,0,9,0,32.86,1409.57,0
408,veh458,-104.982352,39.745291,179.96,veh_passenger,0,91.65,-505660819#2_0,0,9,0,91.65,1452.17,0
408,veh459,-105.005318,39.740064,90.34,veh_passenger,11.56,7.35,:cluster_1024452784_176093254_11_0,0,0,0.62,29.1,2302.81,0
408,veh460,-104.982058,39.741685,270.18,veh_passenger,0,74.34,-124661412#17_0,0,8,0,74.34,1959.94,0
408,veh461,-104.993379,39.742867,44.69,veh_passenger,11.44,30.27,1121911674#0_0,0,0,0.54,30.27,2279.05,0
408,veh464,-105.015421,39.733224,8.42,veh_passenger,18.8,150.03,335857794_0,0,0,0.52,150.03,2520.14,0
408,veh465,-105.005101,39.750279,132.58,veh_passenger,7.66,30.19,946320202#0_4,0,2,-0.75,30.19,2546.34,0
408,veh466,-105.005798,39.746042,240.13,veh_passenger,4.1,112.4,-408669640#6_0,0,0,0.19,112.4,1516.72,0
408,veh467,-104.975776,39.754539,174.83,veh_passenger,5.63,2.34,-550013301#1_0,0,8,-0.68,2.34,2202.63,0
408,veh468,-104.984626,39.741662,90.09,veh_passenger,15.91,11.9,124661412#5_0,0,0,0.97,11.9,1499.15,0
408,veh469,-104.978691,39.741677,270.18,veh_passenger,4.85,2.64,:176071284_4_0,0,0,0.55,88.78,1853.99,0
408,veh47,-104.985452,39.749092,44.87,veh_passenger,11.52,105.26,325698648#0_1,0,0,-0.14,105.26,3208.86,0
408,veh470,-105.014748,39.742633,307.69,veh_passenger,22.2,7.19,:5934654085_0_0,0,0,2.44,51.31,1823.71,0
408,veh471,-104.970441,39.741571,314.66,veh_passenger,0,80.84,628620699#0_0,0,8,0,80.84,1580.23,0
408,veh472,-104.997139,39.75089,135.01,veh_passenger,0,87.27,27565955#0_2,0,8,0,87.27,2250.73,0
408,veh473,-105.011511,39.743553,52.85,veh_passenger,18.84,273.55,99883934_0,0,0,0.3,273.55,2244.59,0
408,veh474,-104.98909,39.744608,134.87,veh_passenger,4.17,14.41,628378965#0_0,0,0,0.63,14.41,988.92,0
408,veh475,-104.995433,39.749548,134.9,veh_passenger,4.21,23.44,1122234085#0_2,0,8,-3.91,23.44,1579.71,0
408,veh476,-105.001656,39.739991,90.25,veh_passenger,12.25,0.12,:1024452641_3_0,0,0,-0.29,89.89,1442.92,0
408,veh477,-104.986264,39.72903,309.01,veh_passenger,5.36,7.43,:176089085_10_1,0,2,2.21,80.18,2224.13,0
408,veh478,-104.968428,39.746014,0.01,veh_passenger,0.01,123.19,701213051#0_0,0,8,-0.01,123.19,1970.87,0
408,veh480,-105.009279,39.740225,91.65,veh_passenger,17.08,144.6,628707474_1,0,0,0.29,144.6,2549.44,0
408,veh481,-105.002953,39.72891,247.34,veh_passenger,8.07,0.04,37587236_0,0,0,1.32,0.04,2188.31,0
408,veh482,-104.991133,39.746243,135.05,veh_passenger,3.9,7.99,628378966#0_2,0,0,1.83,7.99,1589.19,0
408,veh483,-104.990832,39.746074,134.98,veh_passenger,8.97,7.01,132261610#0_3,0,2,2.16,7.01,1466.82,0
408,veh485,-105.001534,39.740049,90.16,veh_passenger,12.87,10.55,:1024452641_3_2,0,0,0.16,100.32,2579.24,0
408,veh486,-104.988536,39.744163,134.73,veh_passenger,0,33.1,131612999#0_0,0,8,0,33.1,1016.27,0
408,veh487,-104.968397,39.739872,0.22,veh_passenger,0,22.65,589340254#0_0,0,8,0,22.65,2161.24,0
408,veh488,-105.000194,39.739993,87.77,veh_passenger,4.61,6.08,:cluster_1024452690_1024452734_176089697_4574957858_19_1,0,0,2.15,37.99,1671.7,0
408,veh489,-105.003368,39.7512,44.65,veh_passenger,3.72,36.76,-628107985#3_0,0,9,-0.66,36.76,2286.28,0
408,veh49,-104.987313,39.741878,179.27,veh_passenger,0.83,23.69,1049857917#0_4,0,8,-2.61,23.69,3076.82,0
408,veh490,-105.009523,39.745282,229.06,veh_passenger,0.02,67.7,628604552#0_1,0,8,-0.02,67.7,1787.35,0
408,veh491,-104.978716,39.735918,179.48,veh_passenger,21.43,98.44,119422848#0_0,0,0,-0.23,98.44,1661.07,0
408,veh492,-105.012197,39.743188,56.98,veh_passenger,18,201.71,99883934_0,0,0,-0.64,201.71,2608.06,0
408,veh494,-104.99994,39.736889,270.08,veh_passenger,0,71.08,628677800_0,0,8,0,71.08,1871.33,0
408,veh495,-104.990282,39.741903,314.49,veh_passenger,13.78,41.12,130911273#0_0,0,0,1.4,41.12,1447.5,0
408,veh496,-105.004433,39.740158,274.76,veh_passenger,13.57,22.26,596757337#2_2,0,0,0.82,22.26,1646.75,0
408,veh497,-104.993345,39.744212,314.4,veh_passenger,0.12,90.92,130885105#0_1,0,8,-4.37,90.92,1088.4,0
408,veh498,-104.990969,39.746196,137.02,veh_passenger,6.35,3.73,:661835900_5_3,0,0,2.4,21.76,1529.33,0
408,veh499,-104.994241,39.740926,225.05,veh_passenger,10.49,10.37,130897965#10_0,0,0,2.39,10.37,1034.39,0
408,veh50,-104.98512,39.746138,89.97,veh_passenger,0.18,75.08,231105084#7_0,0,8,-0.12,75.08,3687.63,0
408,veh500,-104.996102,39.740764,45.85,veh_passenger,18.79,5.56,:3091097791_3_0,0,0,0.54,35.12,2103.51,0
408,veh502,-105.004193,39.740203,273.53,veh_passenger,11.46,2.25,596757337#2_0,0,0,0.15,2.25,1358.65,0
408,veh504,-104.978915,39.747501,90.31,veh_passenger,0.01,75.74,-128948318#3_0,0,8,-0.15,75.74,524.51,0
408,veh506,-104.982313,39.735018,359.41,veh_passenger,0,138.63,333413955#6_1,0,8,0,138.63,2241.37,0
408,veh508,-104.989332,39.729111,269.78,veh_passenger,11.6,33.06,427704890#4_1,0,0,0.05,33.06,1701.27,0
408,veh509,-104.988661,39.744258,134.73,veh_passenger,0,18.1,131612999#0_0,0,8,0,18.1,1329.17,0
408,veh51,-104.990208,39.727698,359.95,veh_passenger,17.74,33.82,649280046#1_0,0,0,-0.5,33.82,3639.64,0
408,veh510,-104.960855,39.739957,90.31,veh_passenger,12.82,6.87,600545941#5_0,0,0,0.5,6.87,1446.91,0
408,veh512,-105.001966,39.739993,90.35,veh_passenger,8.67,63.32,596757336#0_0,0,0,0.29,63.32,1342.16,0
408,veh513,-104.967162,39.728936,179.73,veh_passenger,7.69,10.54,-16988092#2_0,0,0,2.52,10.54,1916.01,0
408,veh514,-104.9834,39.740121,271.13,veh_passenger,9.22,33.4,-600545988#1_0,0,8,-4.5,33.4,1325.47,0
408,veh515,-104.980752,39.755045,314.86,veh_passenger,13.46,71.5,278136621#10_0,0,0,0.11,71.5,2160.2,0
408,veh516,-104.982314,39.744384,359.91,veh_passenger,0.02,115.63,334259980#7_0,0,8,-0.05,115.63,2237.09,0
408,veh518,-104.983647,39.740185,180.33,veh_passenger,0,11.24,628634627#0_0,0,8,0,11.24,1932.55,0
408,veh519,-104.989197,39.74469,132.85,veh_passenger,3.03,1.45,628378965#0_0,0,8,-2.2,1.45,1459.71,0
408,veh52,-104.989641,39.745813,44.72,veh_passenger,15.27,46.05,305117881#0_1,0,0,0.29,46.05,4281.04,0
408,veh520,-104.987319,39.742571,179.9,veh_passenger,5.14,48.6,131232828#0_5,0,0,1.78,48.6,1055.96,0
408,veh522,-105.00327,39.740036,90.16,veh_passenger,11.65,68.27,628677834#0_2,0,0,0.55,68.27,2005.26,0
408,veh523,-105.009545,39.74492,48.4,veh_passenger,0,83.01,628604556#0_1,0,8,0,83.01,3014.43,0
408,veh524,-105.003525,39.748548,149.22,veh_passenger,0.34,53.42,628634524#1_0,0,9,-2.33,53.42,1164.18,0
408,veh525,-104.988474,39.744116,134.9,veh_passenger,0,40.6,131612999#0_0,0,8,0,40.6,1246.62,0
408,veh526,-104.997697,39.739986,90.21,veh_passenger,14.62,11.3,933332970_1,0,0,2.59,11.3,1642.99,0
408,veh527,-104.982315,39.735107,359.48,veh_passenger,2.37,1.37,:176094829_4_1,0,0,2.37,148.5,2039.91,0
408,veh528,-105.004764,39.750173,71,veh_passenger,7.89,3.42,:cluster_4767299596_4767299597_27_0,0,2,0.48,63.88,2210.97,0
408,veh529,-105.007125,39.728331,99.16,veh_passenger,26.22,426.8,-50050154_0,0,0,-0.06,426.8,1988.58,0
408,veh530,-104.993675,39.748138,134.81,veh_passenger,3.24,4.11,:176081475_5_0,0,0,1.37,91.57,1322.84,0
408,veh531,-104.984431,39.751178,224.87,veh_passenger,10.68,70.21,608365222#0_1,0,0,0.31,70.21,1739.74,0
408,veh532,-104.973345,39.750133,0.04,veh_passenger,13.21,65.49,131612985#0_0,0,1,0.13,65.49,1488.64,0
408,veh533,-104.992639,39.743527,44.69,veh_passenger,2.25,126.94,1121911674#0_2,0,10,-4.5,126.94,1840.63,0
408,veh535,-105.015991,39.737101,179.51,veh_passenger,11.16,58.01,-945534073_0,0,10,-4.5,58.01,2582.85,0
408,veh536,-104.994086,39.741045,225.03,veh_passenger,8.4,15.79,:176099160_1_0,0,0,2.22,139.46,1120.46,0
408,veh537,-104.980136,39.747506,90.31,veh_passenger,1.01,23.77,-128948318#6_0,0,0,1.01,23.77,1257.73,0
408,veh538,-104.996319,39.73683,269.76,veh_passenger,2.05,1.05,:176070917_0_2,0,0,2.05,38.14,1243.27,0
408,veh539,-105.009448,39.745217,228.99,veh_passenger,0,67.7,628604552#0_4,0,10,0,67.7,1170.02,0
408,veh540,-104.999958,39.744152,357.04,veh_passenger,13.35,147.2,628622174#0_1,0,0,0.54,147.2,1571.46,0
408,veh541,-105.016515,39.725663,266.87,veh_passenger,18.74,98.97,335711880_0,0,0,0.73,98.97,2920.22,0
408,veh543,-104.996386,39.740121,270.56,veh_passenger,0,82.35,119006770#0_2,0,8,0,82.35,1294.3,0
408,veh544,-105.0159,39.733129,185.85,veh_passenger,22.45,410.08,177242493_1,0,0,-0.33,410.08,2259.58,0
408,veh545,-104.980302,39.736915,270.05,veh_passenger,13.03,28.6,628657303#0_0,0,0,2,28.6,1429.98,0
408,veh546,-104.977842,39.727262,89.96,veh_passenger,2.48,72.74,935711400#27_0,0,0,1.81,72.74,2153.35,0
408,veh547,-104.998986,39.740309,156.61,veh_passenger,0,43.74,427699952#0_2,0,8,0,43.74,1673.78,0
408,veh549,-104.995399,39.749562,134.91,veh_passenger,0.33,24.32,1122234085#0_3,0,8,-0.42,24.32,1081.27,0
408,veh551,-104.982305,39.738259,359.93,veh_passenger,10.01,143.48,231028464#6_0,0,8,-4.41,143.48,2067.22,0
408,veh552,-105.013798,39.738779,357.94,veh_passenger,23.91,154.83,95468332_0,0,0,0.79,154.83,3078.21,0
408,veh553,-104.998952,39.740321,156.61,veh_passenger,0,43.74,427699952#0_3,0,8,0,43.74,1318.86,0
408,veh554,-104.980235,39.747507,90.31,veh_passenger,0,15.26,-128948318#6_0,0,8,0,15.26,1193.48,0
408,veh555,-104.993303,39.749717,314.89,veh_passenger,6.46,11.43,:176086590_3_2,0,0,2.34,97.16,1325.73,0
408,veh556,-105.025103,39.74384,358.28,veh_passenger,2.55,1.55,:176082457_10_0,0,0,2.55,85.63,1605.53,0
408,veh557,-104.996465,39.750337,124.69,veh_passenger,17.13,0.75,1124103995#0_2,0,0,2.41,0.75,952.86,0
408,veh559,-105.000028,39.736889,270.06,veh_passenger,0,78.58,628677800_0,0,8,0,78.58,1141.5,0
408,veh560,-104.98361,39.734021,180.22,veh_passenger,10.41,131.74,130886462#11_1,0,8,-4.26,131.74,1102.87,0
408,veh561,-105.000789,39.739991,89.98,veh_passenger,14.44,60.08,596757336#3_0,0,0,-0.04,60.08,1372.69,0
408,veh563,-104.970379,39.741524,314.66,veh_passenger,0,73.34,628620699#0_0,0,8,0,73.34,1288.19,0
408,veh564,-104.982286,39.738403,19.33,veh_passenger,5.58,4.75,:176097374_0_0,0,9,-4.1,159.87,1959.35,0
408,veh566,-105.013644,39.72933,270.17,veh_passenger,12.06,31.04,37587235#1_1,0,8,-2.16,31.04,2312.61,0
408,veh567,-104.985051,39.754763,224.79,veh_passenger,20.48,126.64,26296015#2_0,0,0,0.22,126.64,1865.45,0
408,veh568,-104.989069,39.74655,314.69,veh_passenger,10.86,15.69,130885102#0_0,0,0,2.37,15.69,825.92,0
408,veh569,-105.016932,39.750394,17.82,veh_passenger,23.94,126.02,628599832_0,0,0,-0.5,126.02,2242.44,0
408,veh570,-104.980162,39.736886,270.05,veh_passenger,10.86,16.62,628657303#0_1,0,0,2.47,16.62,1181.07,0
408,veh571,-104.980924,39.746197,269.99,veh_passenger,20.8,81.1,-596723425#2_0,0,0,-0.54,81.1,1855.09,0
